wn_synset	babelnet_id	pos	lemmata en	lemmata it	definition	confidence	dist_from_music	dist_from_entity
n10841405	bn:00009608n	n	Beethoven, van_Beethoven, Ludwig_van_Beethoven	beethoven, ludwig_van_beethoven	German composer of instrumental music (especially symphonic and chamber music); continued to compose after he lost his hearing (1770-1827)	0.403	12	8
a03028987	bn:00098189a	a	Beethovenian	beethoveniano	of or relating to Ludwig van Beethoven or his music	1.0	99	99
n00549610	bn:00055432n	n	parody, mockery, takeoff	beffa, cilecca, derisione, gogna, ludibrio, scherno	humorous or satirical mimicry	0.763	11	9
n00546216	bn:00009681n	n	bel_canto	bel_canto, belcantismo, belcanto	a style of operatic singing	0.752	11	9
a01578152	bn:00103062a	a	flat	bemolle	(of a musical note) lowered in pitch by one chromatic semitone	1.0	99	99
n06866919	bn:00035081n	n	flat	bemolle	a musical notation indicating one half step lower than the note named	0.541	7	7
n10864635	bn:00009935n	n	Britten, Benjamin_Britten, Edward_Benjamin_Britten, Lord_Britten_of_Aldeburgh	benjamin_britten, britten, edward_benjamin_britten	major English composer of the 20th century; noted for his operas (1913-1976)	0.511	12	8
n11007332	bn:00009936n	n	Goodman, Benny_Goodman, Benjamin_David_Goodman, King_of_Swing	benny_goodman	United States clarinetist who in 1934 formed a big band (including black as well as white musicians) and introduced a kind of jazz known as swing (1909-1986)	0.605	12	8
n07051851	bn:00009999n	n	lullaby, cradlesong, berceuse	berceuse, cantilena, ninna-nanna, ninna_nanna, ninnananna	a quiet song intended to lull a child to sleep	0.425	3	7
n11305745	bn:00010096n	n	Smith, Bessie_Smith	bessie_smith	United States blues singer (1894-1937)	0.446	12	8
n11300326	bn:00009773n	n	Sills, Beverly_Sills, Belle_Miriam_Silverman	beverley_sills, beverly_sills	United States operatic soprano (born in 1929)	0.502	13	9
n08250168	bn:00010293n	n	big_band	big_bands, big_band, orchestra_jazz	a large dance or jazz band usually featuring improvised solos by lead musicians	0.793	9	7
n10221656	bn:00037607n	n	jewel, gem	bijou, gemma, gioiello, gioia	a person who is as brilliant and precious as a piece of jewelry	0.524	8	4
n11024226	bn:00010402n	n	Haley, Bill_Haley, William_John_Clifton_Haley_Jr.	bill_haley	United States rock singer who was one of the first to popularize rock'n'roll music (1925-1981)	0.451	13	9
n10916731	bn:00010497n	n	Crosby, Bing_Crosby, Harry_Lillis_Crosby	bing_crosby, harry_lillis_crosby	United States singer and film actor (1904-1977)	0.296	11	7
n09874014	bn:00013027n	n	brewer	birraio	the owner or manager of a brewery	1.0	11	7
n00099439	bn:00030701n	n	encore	bis	an extra or repeated performance; usually given in response to audience demand	0.667	13	11
n07392783	bn:00068649n	n	rustle, rustling, whisper, whispering	bisbiglio, fremito, fruscio, mormorio, parlottio, sussurro, fruscìo	a light noise, like the noise of silk clothing or leaves blowing in the wind	0.2	9	7
n07025151	bn:00063473n	n	polytonality, polytonalism	bitonalità, politonalità	music that uses two or more different keys at the same time	0.829	1	5
n07025604	bn:00001819n	n	black_music, African-American_music	black_music, musica_afro-americana, musica_afroamericana, musica_nera, race_music	music created by African-American musicians; early forms were songs that had a melodic line and a strong rhythmic beat with repeated choruses	0.759	2	5
n06572857	bn:00051985n	n	loop	blocco_iterativo, ciclo, richiesta_di_iterazione	a computer program that performs a series of instructions repeatedly until some specified condition is satisfied	0.704	9	9
n07051517	bn:00011537n	n	blue_note	blue_note	a flattened third or seventh	0.867	8	8
n07062190	bn:00011585n	n	bluegrass	bluegrass_music, bluegrass, musica_bluegrass	a type of country music played at a rapid tempo on banjos and guitars	0.729	5	8
n07051185	bn:00011596n	n	blues	blues	a type of folksong that originated among Black Americans at the beginning of the 20th century; has a melancholy sound from repeated use of blue notes	0.635	3	6
n07392483	bn:00041998n	n	rumble, rumbling, grumble, grumbling	boato, borbogliamento, brontolamento, fragore, mormorio, rimbombo, rombo, rumoreggiamento, rumorio, sferragliamento	a loud low dull continuous noise	0.357	9	7
n10947108	bn:00011703n	n	Dylan, Bob_Dylan	bob_dylan	United States songwriter noted for his protest songs (born in 1941)	0.525	12	8
n11157580	bn:00011705n	n	Marley, Robert_Nesta_Marley, Bob_Marley	bob_marley, norval_sinclair_marley	Jamaican singer who popularized reggae (1945-1981)	0.415	12	8
n10335679	bn:00056139n	n	mouth	bocca	a person conceived as a consumer of food	0.25	11	7
n03839172	bn:00058483n	n	oboe_da_caccia	boe_da_caccia	an alto oboe; precursor of the English horn	1.0	17	13
n10069427	bn:00032178n	n	executioner, public_executioner	boia, carnefice, giustiziere	an official who inflicts capital punishment in pursuit of a warrant	0.01	9	5
n07055103	bn:00011854n	n	bolero	bolero_latino_americano, bolero	music written in the rhythm of the bolero dance	0.672	2	6
n02867267	bn:00011924n	n	bombardon, bombard	bombarda	a large shawm; the bass member of the shawm family	0.444	13	9
n02793089	bn:00008588n	n	baritone, baritone_horn	bombardino, flicorno_baritono	the second lowest brass wind instrument	0.629	14	10
n03369276	bn:00035420n	n	flugelhorn, fluegelhorn	bombardino, flicorno_soprano, flicorno	a brass instrument resembling a cornet but with a wider bore	0.624	14	10
n07063249	bn:00012057n	n	boogie, boogie-woogie	boogie-woogie, boogie_woogie, boogie	an instrumental version of the blues (especially for piano)	0.725	4	7
n03436182	bn:00012150n	n	ghetto_blaster, boom_box	boombox, ghetto_blaster, radioregistratore	a portable stereo	0.32	14	10
v02187320	bn:00089096v	v	rumble, grumble	borbottare, brontolare, sferragliare	make a low noise	1.0	99	99
n03245724	bn:00012438n	n	drone, drone_pipe, bourdon	bordone, bordón	a pipe of the bagpipe that is tuned to produce a single continuous tone	0.792	14	10
n10862113	bn:00012669n	n	Brahms, Johannes_Brahms	brahms, johannes_brahms	German composer who developed the romantic style of both lyrical and classical music (1833-1897)	0.613	12	8
n07044917	bn:00056465n	n	passage, musical_passage	brano, passaggio, passo, pezzo	a short section of a musical composition	0.867	2	6
n07048000	bn:00072794n	n	song, vocal	brano_musicale, brano, canto, canzonetta, canzone	a short musical composition with words	0.525	2	6
n07230089	bn:00011623n	n	braggadocio, bluster, rodomontade, rhodomontade	bravacciata, bravazzata, gradassata, guasconata, pallonata, rodomontata, sbraciata, sbruffonata, sbruffoneria, spacconata, spacconeria, spampanata, trombonata	vain and empty boasting	0.917	9	7
n05637356	bn:00012842n	n	bravura	bravura	brilliant and showy technical skill	0.75	9	7
n03603722	bn:00048516n	n	jug	brocca, coppo, doglio, giara, orcio	a large bottle with a narrow mouth	0.406	13	9
n11372799	bn:00013482n	n	Walter, Bruno_Walter	bruno_schlesinger, bruno_walter	German conductor (1876-1962)	0.618	12	8
n07385803	bn:00045151n	n	hum, humming	brusio, ronzio	a humming noise	0.414	9	7
n03853291	bn:00059287n	n	orchestra_pit, pit	buca_d'orchestra, fossa_d'orchestra, fossa_dell'orchestra, golfo_mistico, orchestra	lowered area in front of a stage where an orchestra accompanies the performers	0.37	11	7
n11056654	bn:00013635n	n	Holly, Buddy_Holly, Charles_Hardin_Holley	buddy_holly, charles_hardin_holley	United States rock star (1936-1959)	0.553	13	9
n13978344	bn:00074459n	n	storm, tempest	bufera, burrasca, tempesta, tormenta	a violent commotion or disturbance	1.0	8	6
n13284562	bn:00013043n	n	bribe, payoff	bustarella, mazzetta	payment made to a person in a position of trust to corrupt his judgment	0.571	10	8
n10176357	bn:00014133n	n	hillbilly, bushwhacker	buzzurro, hillbilly, montanaro	a disparaging term for an unsophisticated person	0.237	10	6
n11307082	bn:00008654n	n	Snow, C._P._Snow, Charles_Percy_Snow, Baron_Snow_of_Leicester	c._p._snow, c.p._snow, charles_percy_snow	English writer of novels about moral dilemmas in academe (1905-1980)	0.315	10	6
n02931417	bn:00014419n	n	cabaret, nightclub, night_club, club, nightspot	cabaret, discoteca, locale_notturno, night-club, night_club, nightclub, night, notturno	a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink	0.254	13	9
n00520672	bn:00014420n	n	cabaret, floorshow, floor_show	cabarettista, cabaret, cabarè, varietà, caffè-concerto	a series of acts at a night club	0.213	11	9
n00319939	bn:00017920n	n	pursuit, chase, pursual, following	caccia, inseguimento, perseguimento, ricerca	the act of pursuing in an effort to overtake or capture	0.5	10	8
n07045928	bn:00014520n	n	cadence	cadenza	the close of a musical section	0.806	3	7
n07046218	bn:00014522n	n	cadenza	cadenza	a brilliant solo passage occurring near the end of a piece of music	0.936	3	7
n06748466	bn:00064647n	n	program, programme	calendario, cartellone, locandina, programma	an announcement of the events that will occur as part of a theatrical or sporting event	0.163	6	6
n02940706	bn:00014847n	n	calliope, steam_organ	calliope	a musical instrument consisting of a series of steam whistles played from a keyboard	0.329	12	8
a01918984	bn:00109359a	a	quiet	calmo, quieto, silenzioso, tranquillo	free of noise or uproar; or making little if any sound	1.0	99	99
n04063154	bn:00007310n	n	record_changer, auto-changer, changer	cambiadischi	an automatic mechanical device on a record player that causes new records to be played without manual intervention	0.4	13	9
n11278351	bn:00017839n	n	Saint-Saens, Charles_Camille_Saint-Saens	camille_saint-saens, camille_saint-saëns	French pianist and composer (1835-1921)	0.415	12	8
n07386194	bn:00049319n	n	knell	campana_a_morto, knell, rintocco	the sound of a bell rung slowly to announce a death or a funeral or the end of something	0.125	9	7
n09849256	bn:00009758n	n	bell_ringer	campanaro	someone who plays musical handbells	0.667	11	7
n03440682	bn:00040696n	n	glockenspiel, orchestral_bells	campanelli, glockenspiel	a percussion instrument consisting of a set of graduated metal bars mounted on a frame and played with small hammers	0.718	13	9
n04236935	bn:00016387n	n	sleigh_bell, cascabel	campanellino	a bell attached to a sleigh, or to the harness of a horse that is pulling a sleigh	0.349	13	9
n10091012	bn:00015163n	n	fink, snitch, snitcher, stoolpigeon, stool_pigeon, stoolie, sneak, sneaker, canary	canarino, delatore, pentito, spia, traditore	someone acting as an informer or decoy for the police	0.339	11	7
n03006626	bn:00017700n	n	chanter, melody_pipe	canna_della_melodia	reed pipe with finger holes on which the melody is played	0.786	14	10
n13257982	bn:00068452n	n	royalty	canone, diritti_d'autore, diritti, royalty	payment to the holder of a patent or copyright or resource for the right to use their property	0.183	10	8
n07042862	bn:00015323n	n	canon	canone, kanon	a contrapuntal piece of music in which a melody in one part is imitated exactly in other parts	0.712	2	6
n07053089	bn:00068381n	n	round, troll	canone, round	a partsong in which voices follow each other; one voice starts and others join in one after another until all are singing different parts of the song at the same time	0.698	4	8
a01501718	bn:00099210a	a	cantabile, singing	cantabile	smooth and flowing	1.0	99	99
a01505181	bn:00110661a	a	singable	cantabile	suitable for singing	1.0	99	99
n10624310	bn:00072803n	n	songster	cantante	a person who sings	0.75	12	8
n10599806	bn:00071731n	n	singer, vocalist, vocalizer, vocaliser	cantante, cantatore	a person who sings	0.586	11	7
n00545501	bn:00071734n	n	singing, vocalizing	cantante, canto, musica_vocale, voce_di_gola, voce_di_testa, voce	the act of singing vocal music	0.573	10	8
n09980090	bn:00008157n	n	crooner, balladeer	cantante_melodico, cantastorie, crooner, crooning, giullare, menestrello	a singer of popular ballads	0.772	12	8
n00546389	bn:00072796n	n	song, strain	cantare, canto	the act of singing	0.667	10	8
v01731031	bn:00093757v	v	sing	cantare, interpretare	deliver by singing	0.857	99	99
n01253944	bn:00045196n	n	humming	cantare_a_bocca_chiusa	the act of singing with closed lips	1.0	11	9
v01731718	bn:00089556v	v	hymn	cantare_inni	sing a hymn	0.667	99	99
v01049470	bn:00086057v	v	croon	cantarellare, canterellare, canticchiare	sing softly	1.0	99	99
n01255648	bn:00071727n	n	singalong, singsong	cantata	informal group singing of popular songs	0.456	11	9
n07042249	bn:00015343n	n	cantata, oratorio	cantata, cantate, oratorio	a musical composition for voices and orchestra based on a religious text	0.572	3	6
n07035153	bn:00041748n	n	plainsong, plainchant, Gregorian_chant	canti_gregoriani, canto_gregoriano, canto_piano	a liturgical chant of the Roman Catholic Church	0.244	5	8
n07036443	bn:00015360n	n	canticle	cantico	a hymn derived from the Bible	0.199	5	8
n07050042	bn:00017701n	n	chantey, chanty, sea_chantey, shanty	cantilena, canto_dei_marinai, canto_marinaresco, celeuma, shanty	a rhythmical work song originally sung by sailors	0.402	4	8
n06384269	bn:00015368n	n	canto	canto	a major division of a long poem	0.333	2	6
n07034634	bn:00017699n	n	chant	canto	a repetitive song in which as many syllables as necessary are assigned to a single tone	0.266	4	7
n07053993	bn:00081583n	n	work_song	canto_del_lavoro, canto_di_lavoro	a usually rhythmical song to accompany repetitious work	0.475	3	7
n07050952	bn:00035609n	n	folk_song, folksong, folk_ballad	canto_popolare, canzone_folk	a song that is traditionally sung by the common people of a region and forms part of their culture	0.608	3	7
n07035420	bn:00067052n	n	religious_song	canto_religioso	religious music for singing	1.0	3	6
n07281871	bn:00073632n	n	sprechgesang, sprechstimme	canto-parlato, sprechgesang	a style of dramatic vocalization between singing and speaking	0.699	4	4
n09919771	bn:00015376n	n	choirmaster, precentor, cantor	cantore, cantori, maestro_del_coro, psalmista	the musical director of a choir	0.296	11	7
n09920771	bn:00018772n	n	chorister	cantore, corista	a singer in a choir	0.637	12	8
n08188814	bn:00018666n	n	choir, consort	cantoria, consort_di_strumenti, consort_of_instruments, consort	a family of similar musical instrument playing together	0.779	7	5
n07035305	bn:00015378n	n	cantus_firmus	cantus_firmus	a melody used as the basis for a polyphonic composition	0.653	6	9
n07051728	bn:00052128n	n	love_song, love-song	canzone_d'amore	a song about love or expressing love for another person	0.429	3	7
n10624540	bn:00008155n	n	songwriter, songster, ballad_maker	canzoniere, compositore_di_canzoni, paroliere	a composer of words or music for popular songs	0.722	12	8
n05762998	bn:00045818n	n	recognition, identification	capitol_records, riconoscimento	the process of recognizing something or someone by remembering	0.827	9	7
n06396142	bn:00017730n	n	chapter	capitolo, cap., capo	a subdivision of a written work; usually numbered and titled	1.0	2	6
n09837360	bn:00008317n	n	bandmaster	capobanda	the conductor of a band	0.355	12	8
n08188638	bn:00018665n	n	choir	cappella, cori_polifonici, corista, coro_polifonico, cori, coro	a chorus that sings as part of a religious ceremony	0.637	9	7
