wn_synset	babelnet_id	pos	lemmata en	lemmata nl	definition	confidence	dist_from_music	dist_from_entity																	
wn:00429713n	bn:00031886n	n	eurythmy, eurhythmy, eurythmics, eurhythmics	euritmie, eurithmy, ritmiek, eurythmics	"the interpretation in harmonious bodily movements of the rhythm of musical compositions; used to teach musical understanding"	0,5	9	7	YES																
wn:10067305n	bn:00031982n	n	Evangelist		(when capitalized) any of the spiritual leaders who are assumed to be authors of the Gospels in the New Testament: Matthew, Mark, Luke, and John	0,587	10	6	NO																
wn:05851744n	bn:00032115n	n	excellence, excellency		"an outstanding feature; something in which something or someone excels"	0,619	11	9	NO																
wn:10069427n	bn:00032178n	n	executioner, public_executioner	beul, scherprechter, scherprechter_of_beul, openbare_beul	an official who inflicts capital punishment in pursuit of a warrant	0,01	9	5	NO																
wn:10070711n	bn:00032233n	n	exhibitionist, show-off	aansteller, levenmaker, pronken, druktemaker, breedbekkikker, herrieschopper, branieschopper, uitslover, praatjesmaker, lawaaimaker, lawaaischopper, herriemaker, show-off	someone who deliberately behaves in such a way as to attract attention	0,429	11	7	NO																
wn:05127959n	bn:00032277n	n	sweep, expanse		a wide scope	1	9	7	NO																
wn:07383696n	bn:00032345n	n	explosion	explosie	the noise caused by an explosion	0,5	9	7	YES																
wn:07215568n	bn:00032368n	n	expose, unmasking	Exposé, ontmaskering, demasqué, ontmaskeren, blootstellen	the exposure of an impostor or a fraud	0,722	10	8	NO																
wn:06741993n	bn:00032371n	n	exposition	expositie	(music) the section of a movement (especially in sonata form) where the major musical themes first occur	0,971	2	6	YES																
wn:07215377n	bn:00032377n	n	exposure	ontmaskering, demasqué	the disclosure of something secret	1	9	7	NO																
wn:00099588n	bn:00032406n	n	extemporization, extemporisation, improvisation	improvisatie, improvisator, geïmproviseerde, improviseren, extemporisation, improvisaties	a performance given extempore without planning or preparation	0,349	13	11	YES																
wn:07051441n	bn:00032692n	n	fado	fado	a sad Portuguese folksong	0,434	4	8	YES																
wn:03318707n	bn:00032779n	n	fake_book	fake_book, nep_boek, nep-boek	"a fake in the form of an imitation book; used to fill bookcases of people who wish to appear scholarly"	0,673	14	10	NO																
wn:10965836n	bn:00032815n	n	Falla, Manuel_de_Falla	manuel_de_falla, fallas, manuel_de_falla_y_matheu, de_falla, falla, falles	Spanish composer and pianist (1876-1946)	0,256	12	8	NO																
wn:05127357n	bn:00032878n	n	falsetto	kopstem, falset, falsetto, falsetstem, hoofdstem, falsetto_register	a male singing voice with artificially high tones in an upper register	0,766	10	8	YES																
wn:06856884n	bn:00033628n	n	flourish, fanfare, tucket	trompetten, fanfare, ruches_en_bloeit	(music) a short lively tune played on brass instruments	0,533	2	6	YES																
wn:07044543n	bn:00033644n	n	fantasia	fantasie, fantasia	a musical composition of a free form usually incorporating several familiar themes	0,896	2	6	YES																
wn:11372242n	bn:00033805n	n	Waller, Fats_Waller, Thomas_Wright_Waller	thomas_wright_waller, fats_waller, waller	United States jazz musician (1904-1943)	1	12	8	NO																
wn:14488118n	bn:00033894n	n	feculence	droesem	something that is feculent	1	9	7	NO																
wn:11173917n	bn:00033993n	n	Mendelssohn, Felix_Mendelssohn, Jakob_Ludwig_Felix_Mendelssohn-Bartholdy	felix_mendelssohn, felix_mendelssohn_bartholdy, felix_mendelsohn, felix_mendelssohn-bartholdy, mendelssohn, jakob_ludwig_felix_mendelssohn-bartholdy	German musician and romantic composer of orchestral and choral works (1809-1847)	0,42	12	8	NO																
wn:10673669n	bn:00034007n	n	suicide, felo-de-se	zelfmoordenaar, zelfmoordenaares, zelfdoding, suïcidant, zelfmoord, felo_de_se	a person who kills himself intentionally	0,059	9	5	NO																
wn:11193058n	bn:00034094n	n	Morton, Jelly_Roll_Morton, Ferdinand_Joseph_La_Menthe_Morton	jelly_roll_morton, morton, ferdinand_joseph_la_menthe_morton	United States jazz musician who moved from ragtime to New Orleans jazz (1885-1941)	0,531	12	8	NO																
wn:06867510n	bn:00034102n	n	fermata	fermate, point_d'orgue, fermata	a musical notation (over a note or chord or rest) that indicates it is to be prolonged by an unspecified amount	0,755	7	7	YES																
wn:04536866n	bn:00034250n	n	violin, fiddle	viool, vedel, fiddle, violen, fiedel, elektrische_viool, prutsen, fiddlers	"bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow"	0,469	14	10	YES																
wn:10754578n	bn:00034253n	n	violinist, fiddler	violist, vedelaar, speelman	a musician who plays the violin	0,469	11	7	YES																
wn:03334492n	bn:00034347n	n	fife	fluit	"a small high-pitched flute similar to a piccolo; has a shrill tone and is used chiefly to accompany drums in a marching band"	0,316	15	11	YES																
wn:00263272n	bn:00034388n	n	figuration	figuur	decorating with a design	0,701	11	9	NO																
wn:03343354n	bn:00034618n	n	fipple_flute, fipple_pipe, recorder, vertical_flute	blokfluit, bekfluit, fipple_fluit, verticale_fluit, fipple_pijp	a tubular wind instrument with 8 finger holes and a fipple mouthpiece	0,499	14	10	YES																
wn:03350011n	bn:00034741n	n	first_gear, first, low_gear, low	Low, lage_versnelling, eerste_versnelling	"the lowest forward gear ratio in the gear box of a motor vehicle; used to start a car moving"	0,731	13	9	NO																
wn:07384898n	bn:00034953n	n	hiss, hissing, hushing, fizzle, sibilation	geschuifel, hushing, sissend	a fricative sound (especially as an expression of disapproval)	0,5	9	7	YES																
wn:07055401n	bn:00035010n	n	flamenco	flamenco, flamenco_muziek, flamenco_dansen	guitar music composed for dancing the flamenco	0,304	2	6	YES																
wn:06866919n	bn:00035081n	n	flat	mol, bemol, _	a musical notation indicating one half step lower than the note named	0,541	7	7	YES																
wn:10098245n	bn:00035127n	n	flutist, flautist, flute_player	fluitist, fluitiste, lijst_van_fluitisten	someone who plays the flute	0,522	11	7	YES																
wn:06890577n	bn:00035367n	n	flourish		an ornamental embellishment in writing	1	11	7	NO																
wn:03369276n	bn:00035420n	n	flugelhorn, fluegelhorn	bugel, flügelhorn, flugelhorn, flügelhoorn, flugelhoorn, bugelist, fluegelhorn, bugle, flugelhornist, fluglehorn	a brass instrument resembling a cornet but with a wider bore	0,624	14	10	YES																
wn:03376938n	bn:00035594n	n	folding_saw	vouwen_zag	a saw with a toothed blade that folds into a handle (the way a pocketknife folds)	1	14	10	NO																
wn:06258541n	bn:00035595n	n	foldout, gatefold	gatefold, foldout	an oversize page that is folded in to a book or magazine	0,929	12	9	NO																
wn:07050952n	bn:00035609n	n	folk_song, folksong, folk_ballad	volkslied, folk_ballad, folksong	a song that is traditionally sung by the common people of a region and forms part of their culture	0,608	3	7	YES																
wn:10100620n	bn:00035662n	n	food_manufacturer	voedsel_fabrikant	a person who manufactures food products	0,333	11	7	NO																
wn:10102969n	bn:00035810n	n	forefather	voorvader	person from an earlier time who contributed to the tradition shared by some group	0,526	10	6	NO																
wn:04990781n	bn:00035984n	n	forte, fortissimo	fortissimo, forte, dynamiek	(music) loud	0,737	8	6	YES																
wn:03928116n	bn:00035986n	n	piano, pianoforte, forte-piano	piano, pianoforte, pianino, klavierinstrument, klavier, tingeltangel, mechaniek, hamer, pianomechaniek, piano_forte, pianobouwer, akoestische_piano, forte-piano, baby_grand_piano, fortepiano, grand_piano, fortepianist, klassieke_piano	a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds	0,463	13	9	YES																
wn:10975796n	bn:00036034n	n	Foster, Stephen_Foster, Stephen_Collins_Foster	stephen_foster, stephen_collins_foster, bevorderen	United States songwriter whose songs embody the sentiment of the South before the American Civil War (1826-1864)	0,378	13	9	NO																
wn:11302062n	bn:00036209n	n	Sinatra, Frank_Sinatra, Francis_Albert_Sinatra	frank_sinatra, francis_albert_sinatra, sinatra	United States singer and film actor (1915-1998)	0,348	11	7	NO																
wn:11244419n	bn:00036218n	n	Poulenc, Francis_Poulenc	francis_poulenc, poulenc	French pianist and composer (1899-1963)	0,584	12	8	NO																
wn:11035780n	bn:00036272n	n	Haydn, Joseph_Haydn, Franz_Joseph_Haydn	joseph_haydn, franz_joseph_haydn, josef_haydn, frans_joseph_haydn	prolific Austrian composer who influenced the classical form of the symphony (1732-1809)	0,484	12	8	NO																
wn:11125080n	bn:00036275n	n	Lehar, Franz_Lehar	lehar, franz_lehar, franz_lehár, ferenc_lehár_jr., franz_léhar, ferenc_lehar_jr.	Hungarian composer of light operas (1870-1948)	0,326	12	8	NO																
wn:11135236n	bn:00036276n	n	Liszt, Franz_Liszt	franz_liszt, liszt, frans_liszt, ferenc_liszt	Hungarian composer and piano virtuoso (1811-1886)	0,446	12	8	NO																
wn:11286618n	bn:00036277n	n	Schubert, Franz_Schubert, Franz_Peter_Schubert, Franz_Seraph_Peter_Schubert	franz_schubert, franz_peter_schubert, franz_seraph_peter_schubert, schubert	Austrian composer known for his compositions for voice and piano (1797-1828)	0,414	12	8	NO																
wn:10111023n	bn:00036399n	n	freeman, freewoman	poorter, vrije_vrouw	a person who is not a serf or a slave	0,262	10	6	NO																
wn:11110791n	bn:00036604n	n	Kreisler, Fritz_Kreisler	fritz_kreisler, kreisler	United States violinist (born in Austria) (1875-1962)	0,478	12	8	NO																
wn:11023883n	bn:00036624n	n	Halevy, Fromental_Halevy, Jacques_Francois_Fromental_Elie_Halevy	fromental_halévy, fromental_halevy, jacques_fromental_halevy, jacques_fromental_halévy, halevy, jacques_francois_fromental_elie_halevy	French operatic composer (1799-1862)	0,376	12	8	NO																
wn:07294550n	bn:00036688n	n	fruit	fruit	the consequence of some effort or action	0,333	10	8	NO																
wn:07043675n	bn:00036754n	n	fugue	fuga, fughetta, fugato, fugatische, fuga's, dubbele_fuga	a musical form consisting of a theme repeated a fifth above or a fourth below its first statement	0,784	3	6	YES																
wn:07063585n	bn:00036872n	n	funk	funk, funky, funk_muziek	"an earthy type of jazz combining it with blues and soul; has a heavy bass line that accentuates the first beat in the bar"	0,839	4	7	YES																
wn:06862805n	bn:00036968n	n	treble_clef, treble_staff, G_clef	solsleutel, vioolsleutel, g-sleutel	a clef that puts the G above middle C on the second line of a staff	0,713	8	8	YES																
wn:10118743n	bn:00037161n	n	gambist	gambist	a musician who performs upon the viola da gamba	0,488	11	7	YES																
wn:08248521n	bn:00037205n	n	gamelan	gamelan, gamelanmuziek, beduk, balinese_gamelan, karawitan	a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs	0,529	9	7	YES																
wn:05128096n	bn:00037233n	n	gamut	gamma, scala, spectrum, schakering, pallet	"a complete extent or range: ""a face that expressed a gamut of emotions"""	1	9	7	NO																
wn:06857487n	bn:00037234n	n	gamut	toonladder, pallet, chromatische, diatonische	the entire scale of musical notes	0,867	8	8	YES																
wn:10119953n	bn:00037255n	n	gangsta	gangsta_rap, gangsta, mafioso_rap, gangster_rap	(Black English) a member of a youth gang	0,636	9	5	NO																
wn:06861315n	bn:00037282n	n	gapped_scale	gapped_schaal	a musical scale with fewer than seven notes	0,764	8	8	YES																
wn:13978709n	bn:00037296n	n	tumult, tumultuousness, uproar, garboil	garboil, tumultuousness	a state of commotion and noise and confusion	0,75	8	6	YES																
wn:07055502n	bn:00037537n	n	gavotte	gavotte	music composed in quadruple time for dancing the gavotte	0,679	2	6	YES																
wn:10221656n	bn:00037607n	n	jewel, gem	schat	a person who is as brilliant and precious as a piece of jewelry	0,524	8	4	NO																
wn:07071942n	bn:00037743n	n	music_genre, musical_genre, genre, musical_style	muziekgenre, muzikale_stijl, lijst_van_muziekstijlen, muziekstijl, muziekstroming, fusie_genre, muziek_genre, genre, muzikale_genre, muziek_stijl, muziekgenres	an expressive style of music	0,825	1	4	YES																
wn:11027631n	bn:00040194n	n	Handel, George_Frideric_Handel, George_Frederick_Handel, Georg_Friedrich_Handel	george_frideric_handel, georg_friedrich_händel, georg_friedrich_handel, george_friedrich_handel, händel, g.f._handel, georg_friderich_handel, georg_friedrich_haendel, georg_frederick_handel, george_friedrich_händel, george_friderick_handel, georg_friderich_händel, georg_friederich_händel, haendel, georg_friederich_handel, george_frederick_handel	a prolific British baroque composer (born in Germany) remembered best for his oratorio Messiah (1685-1759)	0,407	12	8	NO																
wn:11334925n	bn:00040196n	n	Telemann, Georg_Philipp_Telemann	georg_philipp_telemann, telemann	German baroque composer (1681-1767)	0,462	12	8	NO																
wn:10996876n	bn:00040214n	n	Gershwin, George_Gershwin	george_gershwin	United States composer who incorporated jazz into classical forms and composed scores for musical comedies (1898-1937)	0,457	12	8	NO																
wn:11031842n	bn:00040218n	n	Harrison, George_Harrison	george_harrison	"English rock star; lead guitarist of the Beatles (1943-2001)"	0,594	13	9	NO																
