wn_synset	babelnet_id	pos	lemmata en	lemmata es	definition	confidence	dist_from_music	dist_from_entity	ANNOTATION
wn:07032753n	bn:00024014n	n	crossover	mezcla de estilos, fusión de estilos	the appropriation of a new style (especially in popular music) by combining elements of different genres in order to appeal to a wider audience	0.862	10	8	YES
wn:05720521n	bn:00028992n	n	dub	mezcla, dub	the new sounds added by dubbing	0.835	11	9	YES
wn:07047505n	bn:00054166n	n	medley, potpourri, pastiche	mezcla, pastiche, popurrí	a musical composition consisting of a series of songs or other musical pieces from various sources	0.729	2	6	YES
wn:06873017n	bn:00054699n	n	mezzo-soprano, mezzo	mezzosoprano	the female singing voice between contralto and soprano	1.0	5	5	YES
wn:10313441n	bn:00054698n	n	mezzo-soprano, mezzo	mezzo-soprano, mezzo_soprano, mezzosoprano, soprano_media	a soprano with a voice between soprano and contralto	0.864	13	9	YES
wn:10924828n	bn:00025400n	n	Davis, Miles_Davis, Miles_Dewey_Davis_Jr.	miles_davis, miles_dewey_davis_iii, miles_dewey_davis	United States jazz musician; noted for his trumpet style (1926-1991)	0.649	12	8	NO
wn:00549472n	bn:00004860n	n	apery, mimicry	mimetismo	the act of mimicking; imitative behavior	0.167	10	8	NO
wn:07056113n	bn:00055232n	n	minuet	minueto	a stately piece of music composed for dancing the minuet; often incorporated into a sonata or suite	0.697	2	6	YES
wn:07033753n	bn:00053666n	n	Mass	misa	a musical setting for a Mass	0.631	3	6	YES
wn:04727559n	bn:00056668n	n	mystique	misterio	an aura of heightened value or interest or meaning surrounding a person or thing	0.25	7	5	NO
wn:09830629n	bn:00007806n	n	backpacker, packer	mochilera, mochilero	a hiker who wears a backpack	0.167	11	7	NO
wn:11198375n	bn:00055480n	n	Mussorgsky, Moussorgsky, Modest_Mussorgsky, Modest_Moussorgsky, Modest_Petrovich_Mussorgsky, Modest_Petrovich_Moussorgsky	modest_moussorgsky, modest_musorgski, modest_mussorgski, modest_mussorgsky, modest_petrovich_moussorgsky, modest_petrovich_musorgski, modest_petrovich_mussorgsky, modeste_moussorgski, moussorgsky, musorgski, musorgsky, mussorgsky, músorgski, modest_músorgski, módest_musorgski, módest_músorgski, módest_mussorgski, modest_petrovich_músorgski, modest_petróvich_musorgski, modest_petróvich_músorgski	Russian composer of operas and orchestral works (1839-1881)	0.425	12	8	NO
wn:07057196n	bn:00070601n	n	serialism, serial_music	modos_seriales_abiertos, serialismo, música_serial	20th century music that uses a definite order of notes as a thematic basis for a musical composition	0.75	1	5	YES
wn:07087641n	bn:00055494n	n	transition, modulation	modulación, transición	a musical passage moving from one key to another	0.875	3	7	YES
wn:03151871a	bn:00108630a	a	pitched	modular_el_tono, ajustar_el_tono	(of sound) set to a certain pitch or key; usually used as a combining form	1.0	99	99	YES
wn:01053915a	bn:00103372a	a	fusty, musty, frowsty	mohoso, rancio	stale and unclean smelling	1.0	99	99	NO
wn:01544059a	bn:00106888a	a	monodic, monodical	monódico	having a single vocal part	1.0	99	99	YES
wn:01543772a	bn:00106898a	a	monophonic	monófono, monofónico	consisting of a single melodic line	1.0	99	99	YES
wn:00293125n	bn:00055825n	n	moonwalk	moonwalk	a kind of dance step in which the dancer seems to be sliding on the spot	0.234	12	10	YES
wn:05931980n	bn:00055965n	n	mosaic	mosaico	a pattern resembling a mosaic	0.0	8	6	NO
wn:02191773n	bn:00011448n	n	blowfly, blow_fly	moscarda, moscón, moscardón	large usually hairy metallic blue or green fly; lays eggs in carrion or dung or wounds	0.684	16	12	NO
wn:00527498n	bn:00072047n	n	slam_dancing, slam_dance	moshing, mosh, rockanrolear	a form of dancing in which dancers slam into one another; normally performed to punk rock	0.75	10	8	YES
wn:07280754n	bn:00055997n	n	motet	motete	an unaccompanied choral composition with sacred lyrics; intended to be sung as part of a church service; originated in the 13th century	0.642	2	6	YES
wn:07029682n	bn:00056024n	n	motif, motive	motivo_musical, motivo	a theme that is repeated or elaborated in a piece of music	0.811	3	7	YES
wn:07046339n	bn:00056157n	n	movement	movimiento	a major self-contained part of a symphony or sonata	0.902	2	6	YES
wn:11194355n	bn:00056176n	n	Mozart, Wolfgang_Amadeus_Mozart	mozart, wolfgang_amadeus_mozart	prolific Austrian composer and child prodigy; master of the classical style in all its forms of his time (1756-1791)	0.398	12	8	NO
wn:07025151n	bn:00063473n	n	polytonality, polytonalism	multitonalidad, politonalidad, politonalismo	music that uses two or more different keys at the same time	0.829	1	5	YES
wn:01046815v	bn:00092188v	v	sough, purl	murmurar	make a murmuring sound	1.0	99	99	YES
wn:07020895n	bn:00056443n	n	music	música	an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner	0.428	0	4	YES
wn:05718935n	bn:00056445n	n	music	música	(music) the sounds produced by singers or musical instruments (or reproductions of such sounds)	1.0	11	9	YES
wn:07060697n	bn:00008208n	n	dance_music, danceroom_music, ballroom_music	música de baile	a genre of popular music composed for ballroom dancing	1.0	3	6	YES
wn:05718556n	bn:00031853n	n	music, euphony	música, eufonía	any agreeable (pleasing and harmonious) sounds	0.8	11	9	YES
wn:02537743a	bn:00104889a	a	increasing	música_creciente	music	1.0	99	99	YES
wn:07025900n	bn:00019566n	n	classical_music, classical, serious_music	música_culta, música_docta, música_seria, música_clásica, música_selecta, , música_académica, música_orquestal	traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste	0.602	2	5	YES
wn:07054433n	bn:00025149n	n	dance_music	música_de_baile	music to dance to	0.899	1	5	YES
wn:07026239n	bn:00017585n	n	chamber_music	música_de_cámara	serious music performed by a small group of musicians	0.797	3	6	YES
wn:07281375n	bn:00046286n	n	incidental_music	música_de_escena, música_incidental	music composed to accompany the action of a drama or to fill intervals between scenes	0.541	2	6	YES
wn:07062315n	bn:00044145n	n	hillbilly_music	música_hillbilly, música_country	country music originating in mountainous regions of southern United States	0.649	5	8	YES
wn:07038767n	bn:00046972n	n	instrumental_music	música_instrumental	music intended to be performed by a musical instrument or group of instruments	1.0	1	5	YES
wn:00544731n	bn:00046973n	n	instrumental_music	música_instrumental	music produced by playing a musical instrument	0.822	9	7	YES
wn:07062451n	bn:00073717n	n	square-dance_music	música_para_square_dance	music performed for square dancing	1.0	4	7	YES
wn:07059962n	bn:00063557n	n	pop_music, pop	música_pop, pop	music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love	0.749	3	6	YES
wn:07059255n	bn:00063586n	n	popular_music, popular_music_genre	música_popular	any genre of music having wide appeal (but usually only for a short time)	0.742	2	5	YES
wn:07281219n	bn:00064649n	n	program_music, programme_music	música_programática	musical compositions intended to evoke images or remind the listener of events	0.25	2	6	YES
wn:07033007n	bn:00019010n	n	religious_music, church_music	música_sacra, música_sagrada, música_litúrgica, música_religiosa	genre of music composed for performance as part of religious ceremonies	0.428	2	5	YES
wn:07058064n	bn:00076342n	n	techno	música_tecno, tecno	a style of fast heavy electronic dance music usually without vocals	0.698	2	6	YES
wn:00545344n	bn:00080174n	n	vocal_music	música_vocal	music that is vocalized (as contrasted with instrumental music)	0.69	9	7	YES
wn:07282006n	bn:00080173n	n	vocal_music, vocal	música_vocal, vocal	music intended to be performed by one or more singers, usually with instrumental accompaniment	0.698	1	5	YES
wn:02867783a	bn:00107056a	a	musical	musical	characterized by or capable of producing music	1.0	99	99	YES
wn:04983402n	bn:00056474n	n	musicality, musicalness	musicalidad	the property of sounding like music	0.424	7	5	YES
wn:01706014v	bn:00093533v	v	set_to_music	musicar	write (music) for (a text)	1.0	99	99	YES
wn:10339966n	bn:00056475n	n	musician	músico	artist who composes or conducts music as a profession	0.769	10	6	YES
wn:09837459n	bn:00008320n	n	bandsman	músico de banda	a player in a band (especially a military band)	0.75	11	7	YES
wn:10528816n	bn:00067685n	n	rhythm_and_blues_musician	músico_de_rythm_and_blues	a performer (and sometimes composer) of rhythm and blues music	1.0	11	7	YES
wn:10686694n	bn:00075707n	n	syncopator	músico_de_síncopa	a musician who plays syncopated jazz music (usually in a dance band)	0.857	12	8	YES
wn:10603851n	bn:00071855n	n	sitar_player	músico_de_sitar	a musician who plays the sitar	1.0	11	7	YES
wn:10343211n	bn:00056577n	n	mycophagist, mycophage	mycophagist, mycophage	a person or animal who eats fungi (especially mushrooms)	0.005	11	7	NO
wn:07051851n	bn:00009999n	n	lullaby, cradlesong, berceuse	nana, canción_de_cuna	a quiet song intended to lull a child to sleep	0.425	3	7	YES
wn:04989362n	bn:00056892n	n	nasality	nasalidad	a quality of the voice that is produced by nasal resonators	0.047	8	6	YES
wn:01577771a	bn:00107155a	a	natural	natural	(of a musical note) being neither raised nor lowered by one chromatic semitone	1.0	99	99	YES
wn:11172045n	bn:00025108n	n	Melba, Dame_Nellie_Melba, Helen_Porter_Mitchell	nelia_melba, nellie_melba, nelly_melba	Australian operatic soprano (1861-1931)	0.477	14	10	NO
wn:11219851n	bn:00057617n	n	Paganini, Niccolo_Paganini	niccolo_paganini, nicolas_paganini, nicolo_paganini, paganini, nicolò_paganini, nicoló_paganini, niccolò_paganini, niccoló_paganini, nicolás_paganini	Italian violinist and composer of music for the violin (1782-1840)	0.394	12	8	NO
wn:11262929n	bn:00057720n	n	Rimsky-Korsakov, Nikolai_Andreyevich_Rimsky-Korsakov, Rimski-Korsakov, Nikolai_Andreyevich_Rimski-Korsakov	nicolai_rimsky-korsakov, nicolai_rimsky_korsakov, nicolas_rimski-korsakov, nicolas_rimski_korsakov, nikolai_rimski-korsakof, nikolai_rimski-korsakov, nikolai_rimski_korsakof, nikolai_rimski_korsakov, nikolai_rimsky-korsakoff, nikolai_rimsky-korsakov, nikolai_rimsky_korsakoff, nikolai_rimsky_korsakov, nikolay_rimski-korsakov, nikolay_rimski_korsakov, nikolay_rimsky-korsakov, rimski-korsakov, rimski_korsakov, rimsky-korsakov, rimsky_korsakov, rimski, rimski-kórsakov, rimski_kórsakov, nicolas_rimski-kórsakov, nicolas_rimski_kórsakov, nicolás_rimski-korsakov, nicolás_rimski-kórsakov, nicolás_rimski_korsakov, nicolás_rimski_kórsakov, nikolai_rimski-kórsakov, nikolai_rimski_kórsakov, nikolai_rimsky-kórsakov, nikolai_rimsky_kórsakov, nikolay_rimski-kórsakov, nikolay_rimski_kórsakov, nikolái_rimski-korsakov, nikolái_rimski-kórsakov, nikolái_rimski_korsakov, nikolái_rimski_kórsakov, nikolái_rimsky-korsakov, nikolái_rimsky-kórsakov, nikolái_rimsky_korsakov, nikolái_rimsky_kórsakov, nikolai_andreievich_rimski-korsakov, nikolai_andreievich_rimski-kórsakov, nikolai_andreievich_rimski_korsakov, nikolai_andreievich_rimski_kórsakov, nikolai_andreyevich_rimski-korsakov, nikolai_andreyevich_rimski-kórsakov, nikolai_andreyevich_rimski_korsakov, nikolai_andreyevich_rimski_kórsakov, nikolai_andréievich_rimski-korsakov, nikolai_andréievich_rimski-kórsakov, nikolai_andréievich_rimski_korsakov, nikolai_andréievich_rimski_kórsakov, nikolai_andréyevich_rimski-korsakov, nikolai_andréyevich_rimski-kórsakov, nikolai_andréyevich_rimski_korsakov, nikolai_andréyevich_rimski_kórsakov, nikolái_andreievich_rimski-korsakov, nikolái_andreievich_rimski-kórsakov, nikolái_andreievich_rimski_korsakov, nikolái_andreievich_rimski_kórsakov, nikolái_andreyevich_rimski-korsakov, nikolái_andreyevich_rimski-kórsakov, nikolái_andreyevich_rimski_korsakov, nikolái_andreyevich_rimski_kórsakov, nikolái_andréievich_rimski-korsakov, nikolái_andréievich_rimski-kórsakov, nikolái_andréievich_rimski_korsakov, nikolái_andréievich_rimski_kórsakov, nikolái_andréyevich_rimski-korsakov, nikolái_andréyevich_rimski-kórsakov, nikolái_andréyevich_rimski_korsakov, nikolái_andréyevich_rimski_kórsakov	Russian composer of operas and orchestral works; often used themes from folk music (1844-1908)	0.492	12	8	NO
wn:11207768n	bn:00013127n	n	Nilsson, Brigit_Nilsson, Marta_Brigit_Nilsson	nilsson	Swedish operatic soprano who played Wagnerian roles (born in 1918)	0.296	13	9	NO
wn:09919690n	bn:00018670n	n	choirboy	niño_cantor, niño_de_coro	a boy who sings in a choir	0.516	13	9	YES
wn:07047679n	bn:00057845n	n	nocturne, notturno	nocturno, serenata_nocturna	a pensive lyrical piece of music (especially for the piano)	0.699	2	6	YES
wn:04727694n	bn:00058147n	n	note	nota	a characteristic emotional quality	1.0	7	5	YES
wn:06865345n	bn:00056463n	n	note, musical_note, tone	nota_musical, nota, nota_de_música	a notation representing the pitch and duration of a musical sound	0.465	7	7	YES
wn:06871127n	bn:00024041n	n	quarter_note, crotchet	nota_negra, semimínima	a musical note having the time value of a quarter of a whole note	0.582	8	8	YES
wn:06867675n	bn:00072743n	n	solmization, solmisation	notación_latina, notación_musical_latina,sistema_latino_de_notación_musical	a system of naming the notes of a musical scale by syllables instead of letters	0.381	7	7	YES
wn:06814870n	bn:00056462n	n	musical_notation	notación_musical, sistema_de_notación_musical	(music) notation used by musicians	0.496	6	6	YES
wn:07040820n	bn:00059923n	n	overture	obertura	orchestral music played at the beginning of an opera or oratorio	0.716	1	5	YES
wn:07029581n	bn:00058426n	n	obbligato, obligato	obligado, obbligato	a persistent but subordinate motif	1.0	4	8	YES
wn:06815970n	bn:00058427n	n	obbligato, obligato	obligado, obbligato	a part of the score that must be performed without change or omission	1.0	2	6	YES
wn:03838899n	bn:00043159n	n	oboe, hautboy, hautbois	óboe	a slender double-reed instrument; a woodwind with a conical bore and a double-reed mouthpiece	0.602	16	12	YES
wn:10369317n	bn:00058484n	n	oboist	oboe, oboísta	a musician who plays the oboe	1.0	11	7	YES
wn:03839276n	bn:00058482n	n	oboe_d'amore	oboe_d'amore, oboe_de_amor	an oboe pitched a minor third lower than the ordinary oboe; used to perform baroque music	0.765	17	13	YES
wn:03839172n	bn:00058483n	n	oboe_da_caccia	oboe_de_caza	an alto oboe; precursor of the English horn	1.0	17	13	YES
wn:07007684n	bn:00028610n	n	dramatic_composition, dramatic_work	obra_dramática, composición_dramática	a play for performance on the stage or television or in a movie etc.	0.06	5	5	NO
wn:07042137n	bn:00058610n	n	octet, octette	octava, octeto	a musical composition written for eight performers	1.0	2	6	YES
wn:08248047n	bn:00058608n	n	octet, octette	octeto	eight performers or singers who perform together	1.0	8	6	YES
wn:05658106n	bn:00000446n	n	absolute_pitch, perfect_pitch	oído_absoluto, oído_perfecto, afinación_perfecta	the ability to identify the pitch of a tone	0.382	11	9	YES
wn:10377542n	bn:00058951n	n	omnivore	omnívoro	a person who eats all kinds of foods	0.333	11	7	NO
wn:04727883n	bn:00079901n	n	vibration, vibe	onda, rollo, vibraciones, vibra, vibración	a distinctive emotional aura experienced instinctively	0.333	7	5	NO
wn:09541346n	bn:00079028n	n	undine	ondina	any of various female water spirits	0.692	11	9	NO
wn:07026352n	bn:00059107n	n	opera	ópera	a drama set to music; consists of singing with orchestral accompaniment and an orchestral overture and interludes	0.553	3	6	YES
wn:07026646n	bn:00012392n	n	comic_opera, opera_bouffe, bouffe, opera_comique	ópera_bufa, ópera_buffa, ópera_cómica	opera with a happy ending and in which some of the text is spoken	0.537	4	7	YES
wn:06592281n	bn:00068067n	n	rock_opera	ópera_rock	albums of rock music that aspired to the status of art; first appeared in the 1960s	0.66	13	9	YES
wn:07027090n	bn:00051138n	n	operetta, light_opera	operetta, opereta	a short amusing opera	0.499	5	8	YES
wn:08229605n	bn:00040647n	n	glee_club	orfeón	a club organized to sing together	0.2	9	7	YES
wn:02795978n	bn:00008699n	n	barrel_organ, grind_organ, hand_organ, hurdy_gurdy, hurdy-gurdy, street_organ	organillo, organito, zanfoña, cinfonía, zanfonía	a musical instrument that makes music by rotation of a cylinder studded with pegs	0.343	12	8	YES
wn:10382825n	bn:00059486n	n	organist	organista	a person who plays an organ	0.604	11	7	YES
wn:03854065n	bn:00059461n	n	organ, pipe_organ	órgano	wind instrument whose sound is produced by means of pipes arranged in sets supplied with air from a bellows and controlled from a large complex musical keyboard	0.344	13	9	YES
